river_name,reach_id,node_id,lat,lon,width_m,max_width,n_chan_mod,dist_out
Killik River,81380600021,81380600020381,68.96591715604582,-153.54873604719836,214.0,551.0,2,338305.0
Killik River,81380600021,81380600020391,68.96539464824615,-153.54385483557738,282.0,551.0,2,338522.0
Killik River,81380600021,81380600020401,68.9646914599337,-153.53934388198755,255.0,255.0,1,338711.0
Killik River,81380600021,81380600020411,68.96485803800715,-153.53485434123354,181.0,551.0,2,338901.0
Killik River,81380600021,81380600020421,68.96406493272495,-153.53034166107133,96.5,551.0,2,339125.0
Killik River,81380600021,81380600020431,68.96292025588643,-153.5263750688742,84.0,84.0,1,339300.0
Killik River,81380600021,81380600020441,68.96155715276514,-153.5234171381953,102.0,102.0,1,339517.0
Killik River,81380600021,81380600020451,68.95995070941838,-153.52083319615284,160.0,551.0,2,339710.0
Killik River,81380600021,81380600020461,68.95834142090686,-153.51917298902313,126.5,551.0,2,339910.0
Killik River,81380600021,81380600020471,68.9567330239217,-153.51721357491903,119.5,551.0,2,340106.0
Killik River,81380600021,81380600020481,68.95509980359975,-153.51455518679947,55.5,55.5,1,340313.0
Killik River,81380600021,81380600020491,68.95392562573981,-153.51133392487642,111.0,111.0,1,340510.0
Killik River,81380600021,81380600020501,68.95317658820129,-153.50687523467218,62.5,62.5,1,340701.0
Killik River,81380600021,81380600020511,68.95249273674017,-153.50199418826256,110.0,110.0,1,340933.0
Killik River,81380600021,81380600020521,68.95153348269399,-153.4977509283878,54.0,54.0,1,341111.0
Killik River,81380600021,81380600020531,68.9499322918385,-153.49693215404406,51.0,51.0,1,341325.0
Killik River,81380600021,81380600020541,68.94818233569954,-153.49730614974314,40.5,40.5,1,341508.0
Killik River,81380600021,81380600020551,68.94675455883437,-153.49482948865355,106.5,106.5,1,341720.0
Killik River,81380600021,81380600020561,68.94510154629783,-153.49269728271352,92.0,92.0,1,341935.0
Killik River,81380600021,81380600020571,68.94352863807188,-153.49076672619665,113.0,113.0,1,342130.0
Killik River,81380600021,81380600020581,68.94274475384127,-153.48621033010303,63.0,63.0,1,342325.0
Killik River,81380600031,81380600030011,68.94109047376067,-153.48403638566333,54.0,54.0,1,342540.0
Killik River,81380600031,81380600030021,68.9393446312941,-153.48296862910007,64.5,64.5,1,342729.0
Killik River,81380600031,81380600030031,68.9377287688133,-153.48350676872988,131.5,131.5,1,342932.0
Killik River,81380600031,81380600030041,68.93612157208854,-153.48097840146872,152.5,1018.0,2,343138.0
Killik River,81380600031,81380600030051,68.93451224162729,-153.4791982423462,54.0,54.0,1,343325.0
Killik River,81380600031,81380600030061,68.93276673623923,-153.47799943898505,67.0,67.0,1,343543.0
Killik River,81380600031,81380600030071,68.93115583007292,-153.47677238699515,48.0,48.0,1,343721.0
Killik River,81380600031,81380600030081,68.92954563615244,-153.47769472048378,97.5,97.5,1,343928.0
Killik River,81380600031,81380600030091,68.92765311528622,-153.47855102926323,75.0,1018.0,2,344140.0
Killik River,81380600031,81380600030101,68.92577067114935,-153.47821121652743,30.0,30.0,1,344350.0
Killik River,81380600031,81380600030111,68.9240212095619,-153.47842253816145,60.5,60.5,1,344533.0
Killik River,81380600031,81380600030121,68.92226978832294,-153.4793314397973,67.0,67.0,1,344752.0
Killik River,81380600031,81380600030131,68.92052747083078,-153.48019058693146,106.5,1018.0,2,344945.0
Killik River,81380600031,81380600030141,68.91925071754208,-153.4775021632998,105.0,1018.0,2,345128.0
Killik River,81380600031,81380600030151,68.91784419662439,-153.47437780415555,84.0,1018.0,2,345340.0
Killik River,81380600031,81380600030161,68.91623431087457,-153.47277394512778,87.0,1018.0,2,345527.0
Killik River,81380600031,81380600030171,68.91448477478879,-153.4730140862784,124.0,1018.0,2,345744.0
Killik River,81380600031,81380600030181,68.9127396739615,-153.47165320412327,195.0,1018.0,2,345931.0
Killik River,81380600031,81380600030191,68.91098937001082,-153.47217084472757,109.0,1018.0,2,346160.0
Killik River,81380600031,81380600030201,68.90923599565453,-153.4737947192551,139.0,1018.0,2,346345.0
Killik River,81380600031,81380600030211,68.9074889368817,-153.4731419264202,125.0,1018.0,2,346559.0
Killik River,81380600031,81380600030221,68.90574212185582,-153.47240031265113,97.0,1018.0,2,346741.0
Killik River,81380600031,81380600030231,68.90399518499615,-153.4717014953405,188.0,1018.0,2,346960.0
Killik River,81380600031,81380600030241,68.90238702408139,-153.46946091331043,202.0,1018.0,2,347164.0
Killik River,81380600031,81380600030251,68.90121307590215,-153.46585147222746,127.0,1018.0,2,347337.0
Killik River,81380600031,81380600030261,68.89971113554653,-153.46410024157447,122.0,1018.0,2,347550.0
Killik River,81380600031,81380600030271,68.89783027977752,-153.4631648058178,163.0,1018.0,2,347768.0
Killik River,81380600031,81380600030281,68.89608621262795,-153.46139334682522,171.5,1018.0,2,347963.0
Killik River,81380600031,81380600030291,68.89447478769887,-153.46031457637622,136.0,1018.0,3,348153.0
Killik River,81380600031,81380600030301,68.89286543075231,-153.45846465024067,163.5,1018.0,2,348353.0
Killik River,81380600031,81380600030311,68.89111800481349,-153.45792727159747,99.0,1018.0,2,348567.0
Killik River,81380600031,81380600030321,68.88950749134219,-153.45649930806908,142.0,1018.0,2,348755.0
Killik River,81380600031,81380600030331,68.88799467612566,-153.45302221209474,117.0,1018.0,2,348989.0
Killik River,81380600031,81380600030341,68.88697672039136,-153.44901403019512,63.0,63.0,1,349179.0
Killik River,81380600031,81380600030351,68.88590398725609,-153.4456341120935,42.0,42.0,1,349348.0
Killik River,81380600031,81380600030361,68.88470196640546,-153.4422817972767,84.0,84.0,1,349552.0
Killik River,81380600031,81380600030371,68.88322202312713,-153.43886464161196,111.5,111.5,1,349762.0
Killik River,81380600031,81380600030381,68.88186729772262,-153.4355548568,159.5,1018.0,3,349965.0
Killik River,81380600031,81380600030391,68.88028311793302,-153.4342802520475,94.5,1018.0,2,350154.0
Killik River,81380600031,81380600030401,68.87853684145605,-153.43326199209122,123.0,1018.0,2,350366.0
Killik River,81380600031,81380600030411,68.87679155618684,-153.43184964070144,277.0,277.0,1,350587.0
Killik River,81380600031,81380600030421,68.87531888087761,-153.42902628525647,241.0,241.0,1,350759.0
Killik River,81380600031,81380600030431,68.87398032832587,-153.42634512865027,254.0,1018.0,2,350967.0
Killik River,81380600031,81380600030441,68.87250937700556,-153.42279165091722,308.5,1018.0,4,351181.0
Killik River,81380600031,81380600030451,68.87090157341409,-153.42015084423642,428.5,1018.0,4,351384.0
Killik River,81380600031,81380600030461,68.86929049370896,-153.41882774672234,527.5,1018.0,5,351566.0
Killik River,81380600031,81380600030471,68.8675437466704,-153.41796388925468,559.0,1018.0,6,351784.0
Killik River,81380600031,81380600030481,68.86579480921671,-153.4179912678475,635.0,1018.0,5,351970.0
Killik River,81380600031,81380600030491,68.86404940450561,-153.41657737614875,361.0,1018.0,3,352191.0
Killik River,81380600031,81380600030501,68.86230482736961,-153.4148193845152,268.0,1018.0,3,352387.0
Killik River,81380600031,81380600030511,68.8606951502676,-153.41290090455723,137.5,1018.0,2,352591.0
Killik River,81380600031,81380600030521,68.85908707005827,-153.41031191359264,131.5,1018.0,2,352789.0
Killik River,81380600031,81380600030531,68.85747495473613,-153.4093877162812,225.0,1018.0,3,352969.0
Killik River,81380600031,81380600030541,68.85572698911531,-153.40901122365807,292.0,1018.0,3,353182.0
Killik River,81380600031,81380600030551,68.85411051340934,-153.4098969133664,293.0,293.0,1,353368.0
Killik River,81380600031,81380600030561,68.85270348654517,-153.4131743581252,204.0,204.0,1,353576.0
Killik River,81380600031,81380600030571,68.85176951873312,-153.41735440694302,90.0,90.0,1,353779.0
Killik River,81380600031,81380600030581,68.85045135833067,-153.42090591324947,54.0,54.0,1,353989.0
Killik River,81380600031,81380600030591,68.84883129808615,-153.42320954685167,45.0,45.0,1,354191.0
Killik River,81380600031,81380600030601,68.84721114352895,-153.42553767116803,71.0,71.0,1,354388.0
Killik River,81380600031,81380600030611,68.84545951787213,-153.42663561768427,36.0,36.0,1,354603.0
Killik River,81380600031,81380600030621,68.84371181937145,-153.42616577307834,43.5,43.5,1,354792.0
Killik River,81380600031,81380600030631,68.84210158431412,-153.4245211601261,58.5,58.5,1,354994.0
Killik River,81380600031,81380600030641,68.8404926296606,-153.422355492516,61.0,61.0,1,355188.0
Killik River,81380600031,81380600030651,68.83888033004435,-153.42153048563253,61.0,61.0,1,355379.0
Killik River,81380600031,81380600030661,68.83713548311903,-153.41990175086104,63.0,63.0,1,355598.0
Killik River,81380600031,81380600030671,68.83538550420758,-153.42034727670853,79.0,79.0,1,355802.0
Killik River,81380600031,81380600030681,68.8337682219787,-153.42153270287872,48.0,48.0,1,355990.0
Killik River,81380600031,81380600030691,68.83216402381768,-153.4210555650842,61.5,61.5,1,356185.0
Killik River,81380600031,81380600030701,68.83091795696373,-153.42443140290456,30.0,30.0,1,356386.0
Killik River,81380600031,81380600030711,68.83076231489726,-153.4292670583857,57.0,57.0,1,356617.0
Killik River,81380600031,81380600030721,68.8298041707784,-153.43362543851063,42.0,42.0,1,356809.0
Killik River,81380600031,81380600030731,68.82839350740387,-153.4367389467237,65.0,65.0,1,357009.0
Killik River,81380600031,81380600030741,68.8277109053963,-153.44059590721182,63.0,63.0,1,357190.0
Killik River,81380600031,81380600030751,68.82644775078211,-153.44349826706616,63.0,63.0,1,357394.0
Killik River,81380600031,81380600030761,68.82469647018449,-153.44441660849412,54.0,54.0,1,357610.0
Killik River,81380600031,81380600030771,68.82294478289714,-153.44548713813654,48.0,48.0,1,357802.0
Killik River,81380600031,81380600030781,68.8214673025835,-153.44751971639977,63.0,63.0,1,357995.0
Killik River,81380600031,81380600030791,68.82075647825012,-153.4517784822999,80.0,80.0,1,358215.0
Killik River,81380600031,81380600030801,68.8191557075215,-153.45389295954047,54.0,54.0,1,358430.0
Killik River,81380600031,81380600030811,68.8176661830969,-153.45750797459584,84.0,84.0,1,358647.0
Killik River,81380600031,81380600030821,68.8163114284628,-153.46100627362603,84.0,84.0,1,358813.0
Killik River,81380600071,81380600070011,68.55303794377073,-153.8938767243989,108.0,108.0,1,402768.0
Killik River,81380600071,81380600070021,68.55140914862457,-153.89655970204973,87.0,87.0,1,402996.0
Killik River,81380600071,81380600070031,68.54965532823937,-153.8974526367089,114.0,114.0,1,403178.0
Killik River,81380600071,81380600070041,68.54809129699358,-153.89807642536582,203.0,203.0,1,403378.0
Killik River,81380600071,81380600070051,68.54717259810641,-153.9023767780499,121.0,121.0,1,403595.0
Killik River,81380600071,81380600070061,68.5470649074877,-153.90715046751956,67.0,67.0,1,403781.0
Killik River,81380600071,81380600070071,68.54741314425291,-153.91194255262238,60.0,60.0,1,404002.0
Killik River,81380600071,81380600070081,68.54662762343074,-153.9166641470388,151.5,151.5,1,404199.0
Killik River,81380600071,81380600070091,68.54524314486771,-153.91724487941303,133.5,133.5,1,404409.0
Killik River,81380600071,81380600070101,68.54377971391878,-153.91420624130234,127.0,127.0,1,404598.0
Killik River,81380600071,81380600070111,68.54231221935675,-153.9119076521154,148.5,148.5,1,404790.0
Killik River,81380600071,81380600070121,68.54057152000141,-153.91036400060696,123.0,123.0,1,405006.0
Killik River,81380600071,81380600070131,68.53882599960015,-153.90970915270378,129.0,129.0,1,405189.0
Killik River,81380600071,81380600070141,68.53707506246667,-153.91005486181288,180.0,180.0,1,405399.0
Killik River,81380600071,81380600070151,68.53519175035844,-153.90999983427585,155.0,510.0,2,405616.0
Killik River,81380600071,81380600070161,68.53343548508967,-153.91132824982935,208.0,510.0,2,405813.0
Killik River,81380600071,81380600070171,68.53194264204022,-153.9136969392147,127.0,127.0,1,406013.0
Killik River,81380600071,81380600070181,68.53057845878683,-153.91713807585012,105.0,105.0,1,406225.0
Killik River,81380600071,81380600070191,68.52933161273984,-153.92075987536947,127.0,127.0,1,406408.0
Killik River,81380600071,81380600070201,68.52860486372302,-153.92513707107605,94.0,94.0,1,406625.0
Killik River,81380600071,81380600070211,68.52807761673691,-153.92988943363875,51.0,51.0,1,406820.0
Killik River,81380600071,81380600070221,68.52738957835041,-153.93426769964725,101.0,101.0,1,407009.0
Killik River,81380600071,81380600070231,68.52686284197891,-153.93865241057787,99.5,99.5,1,407206.0
Killik River,81380600071,81380600070241,68.52616610764504,-153.94339701881322,108.0,108.0,1,407428.0
Killik River,81380600071,81380600070251,68.52549102130315,-153.9481422478838,126.0,126.0,1,407618.0
Killik River,81380600071,81380600070261,68.52538539648619,-153.95254407878608,108.0,108.0,1,407806.0
Killik River,81380600071,81380600070271,68.52591809933811,-153.95734013771698,134.0,134.0,1,408027.0
Killik River,81380600071,81380600070281,68.52628156741214,-153.96212919586807,120.0,120.0,1,408208.0
Killik River,81380600071,81380600070291,68.52614784096592,-153.96689710236,94.0,94.0,1,408424.0
Killik River,81380600071,81380600070301,68.52589722574473,-153.9716914095098,226.0,226.0,1,408635.0
Killik River,81380600071,81380600070311,68.52475617841058,-153.97489441503316,202.0,202.0,1,408814.0
Killik River,81380600071,81380600070321,68.52298331711788,-153.97567799943687,180.0,180.0,1,409026.0
Killik River,81380600071,81380600070331,68.52110149070758,-153.97536586328388,120.0,120.0,1,409239.0
Killik River,81380600071,81380600070341,68.5193600545524,-153.97404598795256,73.5,73.5,1,409438.0
Killik River,81380600071,81380600070351,68.51775130019602,-153.9730466345696,148.0,148.0,1,409624.0
Killik River,81380600071,81380600070361,68.51614516002695,-153.97469022528512,210.0,210.0,1,409832.0
Killik River,81380600071,81380600070371,68.51531460960432,-153.97891187596653,195.0,195.0,1,410046.0
Killik River,81380600071,81380600070381,68.51559932003842,-153.9836956408169,108.0,108.0,1,410246.0
Killik River,81380600071,81380600070391,68.51648672347679,-153.9877718271369,117.0,117.0,1,410435.0
Killik River,81380600071,81380600070401,68.5174529379615,-153.99185180032973,160.5,160.5,1,410637.0
Killik River,81380600071,81380600070411,68.51808572358111,-153.9966515530778,166.0,510.0,2,410854.0
Killik River,81380600071,81380600070421,68.51816752123466,-154.00142711833448,144.5,144.5,1,411039.0
Killik River,81380600071,81380600070431,68.51770601257076,-154.00617850931278,80.0,80.0,1,411254.0
Killik River,81380600071,81380600070441,68.51759922456452,-154.01094561449187,67.5,67.5,1,411436.0
Killik River,81380600071,81380600070451,68.5171597200624,-154.0154040264056,109.0,109.0,1,411645.0
Killik River,81380600071,81380600070461,68.51585784002542,-154.01857539670925,143.5,510.0,2,411850.0
Killik River,81380600071,81380600070471,68.5144767959067,-154.0214785620495,148.0,510.0,2,412038.0
Killik River,81380600071,81380600070481,68.51328169123015,-154.02506508452285,84.0,84.0,1,412242.0
Killik River,81380600071,81380600070491,68.51198245428154,-154.02894495965137,71.0,71.0,1,412466.0
Killik River,81380600071,81380600070501,68.51027565556123,-154.03082075690705,112.0,112.0,1,412656.0
Killik River,81380600081,81380600080011,68.50860072615639,-154.0289621000483,176.0,176.0,1,412842.0
Killik River,81380600081,81380600080021,68.50778068037596,-154.02518227025757,196.0,196.0,1,413057.0
Killik River,81380600081,81380600080031,68.50656724051574,-154.02117946691544,233.0,233.0,1,413251.0
Killik River,81380600081,81380600080041,68.50496740479609,-154.01875500949058,242.0,242.0,1,413472.0
Killik River,81380600081,81380600080051,68.50322016884589,-154.01844559134287,237.0,237.0,1,413659.0
Killik River,81380600081,81380600080061,68.5015975838757,-154.0197662877952,185.0,469.0,2,413851.0
Killik River,81380600081,81380600080071,68.4998378005296,-154.02152072452563,220.0,469.0,2,414080.0
Killik River,81380600081,81380600080081,68.49821098923135,-154.0235303132826,303.0,469.0,2,414252.0
Killik River,81380600081,81380600080091,68.49671827589206,-154.0256092631457,312.5,312.5,1,414449.0
Killik River,81380600081,81380600080101,68.49495693502575,-154.02760726729866,248.0,248.0,1,414676.0
Killik River,81380600081,81380600080111,68.49320321403638,-154.02835864663544,184.0,184.0,1,414858.0
Killik River,81380600081,81380600080121,68.49145274169392,-154.02857928039703,189.0,189.0,1,415070.0
Killik River,81380600081,81380600080131,68.48970100585149,-154.0290058311322,213.5,213.5,1,415258.0
Killik River,81380600081,81380600080141,68.48826639612165,-154.0268631804871,195.0,195.0,1,415455.0
Killik River,81380600081,81380600080151,68.48729249352498,-154.02242003301964,243.0,243.0,1,415682.0
Killik River,81380600081,81380600080161,68.48749716831297,-154.01784179982093,193.0,193.0,1,415886.0
Killik River,81380600081,81380600080171,68.48832109535228,-154.01403494717633,155.5,155.5,1,416071.0
Killik River,81380600081,81380600080181,68.48874218355682,-154.00965466523064,189.5,189.5,1,416273.0
Killik River,81380600081,81380600080191,68.48962049554353,-154.0052945676829,192.0,192.0,1,416472.0
Killik River,81380600081,81380600080201,68.49026900674203,-154.00055734123885,189.0,189.0,1,416687.0
Killik River,81380600081,81380600080211,68.49046645385884,-153.9957999768328,205.5,205.5,1,416871.0
Killik River,81380600081,81380600080221,68.48998135408843,-153.99137922253152,207.0,207.0,1,417090.0
Killik River,81380600081,81380600080231,68.48887307228398,-153.98766462536986,201.0,201.0,1,417260.0
Killik River,81380600081,81380600080241,68.48754862430603,-153.98408763142834,250.0,250.0,1,417495.0
Killik River,81380600081,81380600080251,68.48595036598527,-153.98130556703117,315.5,315.5,1,417686.0
Killik River,81380600081,81380600080261,68.48434207491715,-153.98023391793322,298.5,298.5,1,417871.0
Killik River,81380600081,81380600080271,68.48259575948553,-153.9797567892489,226.0,226.0,1,418088.0
Killik River,81380600081,81380600080281,68.48083789985036,-153.98125467280985,242.5,242.5,1,418279.0
Killik River,81380600081,81380600080291,68.47908350188246,-153.98215920158245,277.0,277.0,1,418492.0
Killik River,81380600081,81380600080301,68.47732985457237,-153.98293450145113,261.5,261.5,1,418685.0
Killik River,81380600081,81380600080311,68.47570381539525,-153.98489114939915,252.0,252.0,1,418887.0
Killik River,81380600081,81380600080321,68.47407574121614,-153.98718936359165,229.5,229.5,1,419101.0
Killik River,81380600081,81380600080331,68.472581140285,-153.98966405195156,258.0,258.0,1,419279.0
Killik River,81380600081,81380600080341,68.47108534532099,-153.99233371554638,228.5,228.5,1,419496.0
Killik River,81380600081,81380600080351,68.46945586742066,-153.99485064806686,191.0,191.0,1,419695.0
Killik River,81380600081,81380600080361,68.46783186710365,-153.99643960934756,182.0,182.0,1,419881.0
Killik River,81380600081,81380600080371,68.46607620273595,-153.99754119650257,175.0,175.0,1,420103.0
Killik River,81380600081,81380600080381,68.46431872403184,-153.99894596498328,107.5,107.5,1,420296.0
Killik River,81380600081,81380600080391,68.46269570395374,-154.0003634371351,97.5,97.5,1,420481.0
Killik River,81380600081,81380600080401,68.46094267933712,-154.00101824565886,80.0,80.0,1,420695.0
Killik River,81380600081,81380600080411,68.45917449461021,-154.00227898501754,94.0,94.0,1,420892.0
Killik River,81380600081,81380600080421,68.45906425739598,-154.0061340413303,154.5,154.5,1,421111.0
Killik River,81380600081,81380600080431,68.460305184718,-154.01009465587666,192.0,192.0,1,421309.0
Killik River,81380600081,81380600080441,68.46161215705072,-154.01320430728444,254.0,254.0,1,421505.0
Killik River,81380600081,81380600080451,68.46274140450997,-154.01691663219736,296.0,296.0,1,421713.0
Killik River,81380600081,81380600080461,68.46392122310445,-154.02026540794256,306.5,306.5,1,421883.0
Killik River,81380600081,81380600080471,68.46511173267326,-154.02361503194643,339.0,339.0,1,422095.0
Killik River,81380600081,81380600080481,68.46625285033493,-154.0276952241944,256.5,256.5,1,422291.0
Killik River,81380600081,81380600080491,68.46618998931704,-154.0320871512607,230.0,230.0,1,422490.0
Killik River,81380600081,81380600080501,68.46514060456157,-154.03643388020313,233.0,233.0,1,422720.0
Killik River,81380600081,81380600080511,68.46390096024965,-154.04020021006485,212.0,212.0,1,422901.0
Killik River,81380600081,81380600080521,68.46243582670014,-154.04299877978448,232.0,469.0,2,423125.0
Killik River,81380600081,81380600080531,68.46093848778358,-154.0457759878073,270.0,270.0,1,423310.0
Killik River,81380600081,81380600080541,68.45973430383854,-154.04900087757747,254.0,254.0,1,423506.0
Killik River,81380600081,81380600080551,68.45853843008912,-154.0526065708213,275.0,275.0,1,423698.0
Killik River,81380600081,81380600080561,68.45723543716599,-154.0555479289137,241.5,241.5,1,423895.0
Killik River,81380600081,81380600080571,68.45561521198887,-154.05786400238938,246.0,246.0,1,424105.0
Killik River,81380600081,81380600080581,68.45398629812193,-154.0601305447901,283.5,283.5,1,424300.0
Killik River,81380600081,81380600080591,68.45222812243539,-154.0615575852269,327.0,327.0,1,424518.0
Killik River,81380600081,81380600080601,68.45047375795694,-154.06238159081374,379.0,379.0,1,424700.0
Killik River,81380600081,81380600080611,68.4487283603529,-154.06179086620696,346.0,346.0,1,424912.0
Killik River,81380600081,81380600080621,68.44684933346595,-154.06105456985668,338.0,469.0,2,425125.0
Killik River,81380600081,81380600080631,68.44510681833363,-154.06000768083132,310.5,310.5,1,425320.0
Killik River,81380600081,81380600080641,68.44350657482941,-154.05773758959396,246.0,246.0,1,425531.0
Killik River,81380600081,81380600080651,68.44204194886959,-154.0552936430284,246.0,246.0,1,425706.0
Killik River,81380600081,81380600080661,68.44071415360786,-154.05248080798435,190.0,190.0,1,425915.0
Killik River,81380600081,81380600080671,68.43939181108816,-154.0487906263831,254.0,254.0,1,426123.0
Killik River,81380600081,81380600080681,68.43793216968345,-154.0455285995458,270.5,270.5,1,426328.0
Killik River,81380600081,81380600080691,68.43632990632757,-154.04355275870344,360.0,360.0,1,426519.0
Killik River,81380600081,81380600080701,68.43458558791755,-154.04277929376912,369.0,469.0,2,426730.0
Killik River,81380600081,81380600080711,68.4328305075408,-154.04373293449993,389.0,389.0,1,426922.0
Killik River,81380600081,81380600080721,68.43120436766812,-154.04558390984857,405.0,405.0,1,427133.0
Killik River,81380600081,81380600080731,68.42970707420322,-154.04834250666354,373.0,373.0,1,427325.0
Killik River,81380600081,81380600080741,68.42820912394097,-154.0511982074075,366.0,366.0,1,427542.0
Killik River,81380600081,81380600080751,68.42657753602425,-154.05390108794117,258.0,258.0,1,427744.0
Killik River,81380600081,81380600080761,68.42495328313481,-154.05543410485447,263.0,263.0,1,427929.0
Killik River,81380600081,81380600080771,68.42319990985706,-154.05610447139856,248.0,248.0,1,428141.0
Killik River,81380600081,81380600080781,68.42145217794238,-154.055880366045,230.5,469.0,2,428329.0
Killik River,81380600081,81380600080791,68.4197089664082,-154.05493944909352,184.0,184.0,1,428544.0
Killik River,81380600081,81380600080801,68.41796397366114,-154.05428051250945,212.0,212.0,1,428729.0
Killik River,81380600081,81380600080811,68.41647176287421,-154.05620884231112,256.0,256.0,1,428936.0
Killik River,81380600081,81380600080821,68.4149747592628,-154.05889189604702,150.0,150.0,1,429149.0
Killik River,81380600081,81380600080831,68.41351930146136,-154.0620880801742,137.0,137.0,1,429344.0
Killik River,81380600081,81380600080841,68.41198294326017,-154.06389169102346,150.5,150.5,1,429529.0
Killik River,81380600081,81380600080851,68.41023179169679,-154.06420623691443,121.0,121.0,1,429739.0
Killik River,81380600081,81380600080861,68.40848336083161,-154.0640929361564,124.5,124.5,1,429926.0
Killik River,81380600081,81380600080871,68.40673944120732,-154.0632701764684,105.0,105.0,1,430138.0
Killik River,81380600081,81380600080881,68.40499321858042,-154.0628092181488,118.5,118.5,1,430329.0
Killik River,81380600081,81380600080891,68.40327822572624,-154.06227324432024,101.0,101.0,1,430538.0
Killik River,81380600081,81380600080901,68.402195748231,-154.06564506866798,84.0,84.0,1,430745.0
Killik River,81380600081,81380600080911,68.40037017583768,-154.0671128226312,142.0,142.0,1,430946.0
Killik River,81380600091,81380600090011,68.39862191765117,-154.07024718446328,204.0,204.0,1,431139.0
Killik River,81380600091,81380600090021,68.3969935821489,-154.07239037635645,137.0,137.0,1,431358.0
