viirs_date,landsat_scene,row_shared_grid,col_shared_grid,lat,lon,water_fraction,I1,I2,I3,I4,I5,SZA,SAA,VZA,VAA,LS_SR_B2,LS_SR_B3,LS_SR_B4,LS_SR_B5,LS_SR_B6,LS_ST_B10,LS_NDWI,LS_NDSI,ground_truth_class,notes,modis_ndvi,modis_lc_type1,modis_lc_name
2022-10-23,LC90710162022296LGN01,2623,6185,63.13734,-150.1018,0.4136,0.5358,0.5664,0.0475,263.5285,262.7208,75.395,167.224,52.673,52.192,1.3185,1.279,1.3244,1.1723,0.012,261.6033,0.0435,0.9814,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=261.6K NDSI=0.9814 APPROVED.,-0.0457,16,Barren
2022-10-23,LC90710162022296LGN01,2769,6108,62.6441,-150.36194,0.0524,0.1558,0.1769,0.0924,272.2446,270.7796,74.944,166.91,54.245,52.009,0.0104,0.0081,-0.0061,0.0862,0.061,272.6435,-0.8283,-0.7657,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=272.64K NDSI=-0.7657 APPROVED.,0.0737,5,Mixed Forests
