viirs_date,landsat_scene,row_shared_grid,col_shared_grid,lat,lon,water_fraction_occ,water_fraction_sea,I1,I2,I3,I4,I5,SZA,SAA,VZA,VAA,LS_B1,LS_B2,LS_B3,LS_B4,LS_B5,LS_B6,LS_SAA,LS_SZA,LS_VAA,LS_VZA,LS_NDSI,LS_ST_B10,ground_truth_class,notes,modis_ndvi,modis_lc_type1,modis_lc_name
2024-06-09,LC09_L1TP_149232_20240609_20240609_02_T1,1017,6192,68.56399,-150.08088,0.05,0.0736,0.1715,0.3228,0.2332,289.0202,283.2502,49.3687,-141.2098,64.8297,-83.7657,6452.8901,6213.2148,5776.4932,5778.4648,6627.8994,6312.0508,-4243,8241,-11863,583,-0.0443,275.29,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=275.29K NDSI=-0.0443.,0.5851,7,Open Shrublands
2024-06-09,LC09_L1TP_149232_20240609_20240609_02_T1,1034,5024,68.50655,-154.02682,0.2964,0.3159,0.1441,0.2124,0.2235,288.5573,280.3306,48.4598,-145.8808,60.6422,-87.5613,6560.5977,6330.73,5868.4375,5846.0913,6680.042,6655.1079,-4591,8145,6028,751,-0.0628,277.24,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.24K NDSI=-0.0628.,0.4583,7,Open Shrublands
2024-06-09,LC09_L1TP_149232_20240609_20240609_02_T1,1049,6218,68.45588,-149.99304,0.1416,0.1605,0.1983,0.297,0.3051,299.5043,279.36,49.2995,-141.0591,64.9279,-83.9672,6459.3516,6243.1685,5840.4824,5864.0845,6714.1855,6735.5347,-4235,8251,-11867,572,-0.0712,278.11,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=278.11K NDSI=-0.0712.,0.33,7,Open Shrublands
2024-06-09,LC09_L1TP_149232_20240609_20240609_02_T1,1060,6222,68.41872,-149.97953,0.0861,0.1004,0.1435,0.2768,0.2685,291.3089,284.575,49.2757,-141.0238,64.9527,-83.9336,6462.3716,6246.5869,5783.7236,5716.8228,5639.2271,5335.1313,-4233,8254,-11874,562,0.0403,278.59,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=278.59K NDSI=0.0403.,0.5327,7,Open Shrublands
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,764,2378,69.41655,-162.96358,0.1168,0.1409,0.2351,0.293,0.1623,284.7964,280.2174,47.7398,-157.0627,48.6973,-95.9576,6681.5171,6428.8589,5879.2544,5825.0532,5757.9575,5358.1807,-4298,8165,-11712,772,0.0464,274.16,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.16K NDSI=0.0464.,0.4614,7,Open Shrublands
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,776,2447,69.37601,-162.73047,0.6093,0.6619,0.249,0.1889,0.046,277.4821,275.19,47.7363,-156.7576,49.0565,-95.3582,6619.229,6384.9258,5866.0869,5881.3394,6497.9336,6288.2549,-4277,8174,-11675,831,-0.0347,276.99,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=276.99K NDSI=-0.0347.,0.2909,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,912,1956,68.91669,-164.39115,0.1272,0.1375,0.2512,0.3399,0.2515,289.7716,283.2544,47.0804,-158.6859,45.9991,-97.1902,6830.7344,6627.1108,6172.2793,6465.3911,7839.8687,7642.1953,-4422,8166,-13976,123,-0.1064,274.37,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.37K NDSI=-0.1064.,0.2449,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,933,1944,68.84574,-164.43169,0.0993,0.1108,0.1933,0.2895,0.2107,287.9899,282.3785,47.0084,-158.7186,45.8763,-97.2056,8035.6714,7824.3706,8414.752,8513.4307,10084.668,6972.7456,-4426,8170,-15182,87,0.0937,275.2,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=275.2K NDSI=0.0937.,0.5086,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,1192,2540,67.97074,-162.41818,0.3746,0.4392,0.0754,0.1453,0.1215,289.9482,286.4123,46.4782,-155.9694,48.7788,-95.1308,6594.7114,6357.7793,5966.4321,6050.2632,7752.8604,6767.4878,-4244,8283,-10497,402,-0.0629,280.41,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=280.41K NDSI=-0.0629.,0.6847,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,1201,2613,67.94034,-162.17155,0.1316,0.0723,0.0917,0.1847,0.1684,297.0518,292.0499,46.488,-155.6578,49.1692,-95.2827,6416.6401,6193.3398,5727.4795,5642.582,5287.7505,5005.9673,-4222,8291,-10608,474,0.0672,282.12,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=282.12K NDSI=0.0672.,0.425,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,1211,2569,67.90655,-162.3202,0.3787,0.3519,0.095,0.112,0.0787,292.3665,287.3743,46.4336,-155.8333,48.9005,-95.773,6341.9785,6098.126,5649.6284,5482.0444,5889.2544,5303.0073,-4235,8290,-10509,411,0.0316,282.22,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=282.22K NDSI=0.0316.,0.6839,1,Evergreen Needleleaf Forests
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,1222,2089,67.86939,-163.94182,0.0503,0.0286,0.0974,0.2283,0.2439,297.855,292.5834,46.1606,-157.8504,46.0305,-96.9137,6390.1025,6124.064,5636.3564,5485.5718,5497.1177,5349.6309,-4378,8251,8385,174,0.0261,282.11,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=282.11K NDSI=0.0261.,0.532,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,1233,2448,67.83223,-162.72899,0.0513,0.0509,0.0807,0.16,0.1362,295.6816,291.4177,46.3033,-156.3251,48.1525,-95.9693,6398.4355,6171.1255,5673.7095,5517.4854,5811.1445,5301.917,-4271,8285,-11289,244,0.0339,282.04,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=282.04K NDSI=0.0339.,0.7752,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,1275,2508,67.69034,-162.52628,0.1002,0.1278,0.0775,0.1544,0.1422,294.0843,290.53,46.2023,-156.0197,48.4304,-95.6516,6440.5293,6231.6182,5717.3911,5615.978,5560.0762,5295.1196,-4253,8300,-12468,259,0.0383,281.81,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=281.81K NDSI=0.0383.,0.6061,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,1290,2451,67.63966,-162.71885,0.2577,0.2637,0.0979,0.238,0.2279,299.371,292.9997,46.127,-156.2517,48.0586,-95.8966,6445.5742,6231.8677,5830.0229,5882.6929,6934.5996,6725.8374,-4269,8299,-9501,175,-0.0713,281.83,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=281.83K NDSI=-0.0713.,0.6409,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,1306,2490,67.58561,-162.58709,0.2703,0.3125,0.1017,0.2499,0.2475,296.9482,292.2455,46.0961,-156.0692,48.2564,-95.5356,6337.8638,6107.688,5717.4106,5634.6353,5829.0176,5762.752,-4257,8306,-9717,199,-0.0039,281.45,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=281.45K NDSI=-0.0039.,0.5695,7,Open Shrublands
2024-06-09,LC08_L1TP_157232_20240609_20240627_02_T1,1327,2380,67.51466,-162.95872,0.121,0.1283,0.0969,0.1744,0.1406,294.0764,285.9739,45.9756,-156.5165,47.5562,-96.318,6417.1929,6202.6318,5707.7344,5574.2036,5807.8867,5371.6162,-4291,8301,-17079,63,0.0303,281.58,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=281.58K NDSI=0.0303.,0.6875,1,Evergreen Needleleaf Forests
2024-06-09,LC09_L1TP_149231_20240609_20240609_02_T1,1684,6422,66.30804,-149.30115,0.0606,0.041,0.0836,0.2528,0.1261,295.0122,290.6513,47.7849,-139.2054,66.0435,-84.0509,6116.9106,5938.0488,5544.9507,5393.7314,5625.9409,5171.7793,-4168,8425,-2613,48,0.0348,289.25,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=289.25K NDSI=0.0348.,0.7737,8,Woody Savannas
2024-06-09,LC09_L1TP_149231_20240609_20240609_02_T1,1693,6409,66.27764,-149.34507,0.7065,0.7891,0.0756,0.121,0.067,290.5371,287.3572,47.7501,-139.2387,66.0075,-83.8574,6119.5396,5944.8008,5530.9097,5418.0312,5247.8389,5060.2881,-4172,8426,484,54,0.0444,289.73,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=289.73K NDSI=0.0444.,0.4629,9,Savannas
2024-06-09,LC09_L1TP_149231_20240609_20240609_02_T1,1712,6410,66.21345,-149.34169,0.1165,0.139,0.0834,0.291,0.1691,294.952,290.9096,47.7014,-139.2032,66.0224,-84.077,6130.998,5943.2441,5579.7061,5429.4561,6610.6265,5629.8452,-4172,8431,2256,67,-0.0045,288.69,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=288.69K NDSI=-0.0045.,0.8342,8,Woody Savannas
2024-06-09,LC09_L1TP_149231_20240609_20240609_02_T1,1727,6417,66.16277,-149.31804,0.1151,0.1372,0.0776,0.2669,0.1329,294.61,290.8393,47.6674,-139.1531,66.0534,-83.7471,6126.9819,5939.1836,5540.5615,5395.2295,5436.7915,5092.4111,-4170,8435,2809,75,0.0421,288.5,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=288.5K NDSI=0.0421.,0.7443,9,Savannas
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,924,1421,68.87601,-166.19669,0.1778,0.1945,0.3606,0.371,0.1228,280.0561,275.9613,46.821,-160.9223,42.7015,-98.3469,7745.4741,7550.3955,6959.8755,7283.8623,8797.9199,8096.752,-4582,8123,6411,495,-0.0755,266.44,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=266.44K NDSI=-0.0755.,0.4223,17,Unclassified
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,746,2340,69.47736,-163.09196,0.8953,0.9257,0.511,0.4679,0.0122,273.6145,273.0853,47.7792,-157.2333,48.5318,-95.7351,7915.2656,7868.3804,7366.752,7416.9258,7248.6255,5095.3433,-4310,8158,-11728,755,0.1823,272.55,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=272.55K NDSI=0.1823.,,17,Unclassified
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,753,2324,69.45372,-163.14601,0.6904,0.7134,0.3447,0.3152,0.0478,279.911,276.3069,47.7502,-157.2887,48.4381,-95.7575,8765.1211,8763.7812,8215.4561,8568.5596,8560.4346,5119.1738,-4314,8158,-11327,728,0.2322,272.75,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=272.75K NDSI=0.2322.,,17,Unclassified
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,763,2343,69.41993,-163.08182,0.1442,0.1516,0.2804,0.3232,0.1441,285.3926,280.3124,47.7273,-157.2044,48.5163,-95.9089,6752.0137,6509.1821,5998.8247,6052.3354,6972.7812,6831.5303,-4308,8162,-11734,736,-0.0649,275.82,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=275.82K NDSI=-0.0649.,0.5339,10,Grasslands
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,774,2318,69.38277,-163.16628,0.5494,0.6452,0.4025,0.3135,0.0284,277.0043,274.1137,47.681,-157.3033,48.3516,-95.9402,6805.4297,6544.3936,6048.3101,6022.0391,6372.2617,5909.8804,-4315,8163,-10888,694,0.0116,274.56,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.56K NDSI=0.0116.,0.2541,17,Unclassified
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,776,2340,69.37601,-163.09196,0.5312,0.5722,0.2347,0.2821,0.1253,282.1568,278.6774,47.6859,-157.2019,48.4784,-95.789,6779.6504,6545.2832,6104.7114,6227.707,7346.8735,7012.6128,-4308,8165,-10898,715,-0.0692,275.06,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=275.06K NDSI=-0.0692.,,7,Open Shrublands
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,784,2315,69.34899,-163.17642,0.7268,0.8428,0.2493,0.2034,0.0117,273.7798,273.2214,47.6476,-157.2996,48.3239,-95.8584,6952.688,6735.5957,6309.6489,6348.4995,6040.5103,5123.2798,-4316,8165,-10876,678,0.1038,272.39,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=272.39K NDSI=0.1038.,,17,Unclassified
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,794,2317,69.3152,-163.16966,0.4296,0.466,0.1352,0.1562,0.0812,281.8038,279.0242,47.618,-157.2795,48.3195,-95.7455,6642.5757,6342.2231,5768.2148,5574.9102,5283.5522,5051.2441,-4315,8168,-10866,667,0.0663,274.7,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.7K NDSI=0.0663.,0.3209,7,Open Shrublands
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,808,2432,69.26791,-162.78115,0.0734,0.087,0.1638,0.2767,0.2401,291.6456,286.0477,47.6278,-156.7898,48.9155,-95.4082,6639.1069,6397.4106,5919.2881,5982.5483,6994.6763,6851.1729,-4281,8180,-11697,774,-0.073,277.43,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.43K NDSI=-0.073.,0.5369,7,Open Shrublands
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,827,2287,69.20372,-163.27101,0.1116,0.134,0.1249,0.2014,0.193,288.8033,284.1836,47.4995,-157.3823,48.0764,-96.3619,6649.8711,6422.2891,5927.1582,5933.293,6935.9771,6715.3145,-4324,8173,-11865,592,-0.0623,277.93,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.93K NDSI=-0.0623.,0.491,7,Open Shrublands
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,843,2222,69.14966,-163.49061,0.4865,0.5714,0.1442,0.2456,0.1721,287.0523,282.987,47.4209,-157.6306,47.6929,-96.1948,6692.1943,6457.9414,5966.5737,5978.7012,6801.8921,6547.373,-4344,8172,-11962,500,-0.0464,278.23,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=278.23K NDSI=-0.0464.,0.4596,17,Unclassified
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,856,2187,69.10574,-163.60885,0.5916,0.6488,0.3179,0.3111,0.0757,278.3341,276.0115,47.3634,-157.7676,47.4652,-96.1408,6724.4043,6499.8989,6008.8428,6100.6484,7231.0098,7030.5215,-4353,8172,-10667,445,-0.0784,277.99,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.99K NDSI=-0.0784.,0.1884,17,Unclassified
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,905,2025,68.9402,-164.15615,0.4586,0.4922,0.3603,0.3546,0.1153,283.0842,278.0219,47.1344,-158.4116,46.4099,-97.1135,6776.4487,6558.2524,6073.5894,6187.5605,7249.0928,7204.5269,-4401,8170,-9869,205,-0.0852,275.13,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=275.13K NDSI=-0.0852.,0.4002,10,Grasslands
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,914,1893,68.9098,-164.60209,0.117,0.1271,0.2026,0.2814,0.2186,287.403,281.681,47.0497,-158.9466,45.6264,-97.4395,6769.0454,6556.231,6107.3794,6286.9678,7450.0479,7416.9961,-4441,8161,-16785,66,-0.0968,274.51,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.51K NDSI=-0.0968.,0.4162,11,Permanent Wetlands
2024-06-09,LC08_L1TP_157233_20240609_20240627_02_T1,932,1950,68.84899,-164.40953,0.056,0.0548,0.2393,0.3229,0.2096,288.0051,282.4602,47.0159,-158.6961,45.9139,-96.9595,6666.1875,6455.4204,5975.3374,6028.5796,6785.8984,6614.0718,-4424,8170,-14876,94,-0.0507,276.76,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=276.76K NDSI=-0.0507.,0.4288,10,Grasslands
